Price,Open,High,Low,Close,Volume,Daily Return
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,
Date,,,,,,
2016-03-18,2041.16,2052.36,2041.16,2049.58,6503140000,0.004405588579773578
2016-03-21,2047.88,2053.91,2043.14,2051.6,3376600000,0.0009855677748611402
2016-03-22,2048.64,2056.6,2040.57,2049.8,3418460000,-0.0008773640085785184
2016-03-23,2048.55,2048.55,2034.86,2036.71,3639510000,-0.006385988876963622
2016-03-24,2032.48,2036.04,2022.49,2035.94,3407720000,-0.00037806069592627445
2016-03-28,2037.89,2042.67,2031.96,2037.05,2809090000,0.0005452027073489241
2016-03-29,2035.75,2055.91,2028.31,2055.01,3822330000,0.008816671166638201
2016-03-30,2058.27,2072.21,2058.27,2063.95,3590310000,0.004350343793947387
2016-03-31,2063.77,2067.92,2057.46,2059.74,3715280000,-0.0020397780953995692
2016-04-01,2056.62,2075.07,2043.98,2072.78,3749990000,0.006330896132521691
2016-04-04,2073.19,2074.02,2062.57,2066.13,3485710000,-0.0032082517199124583
2016-04-05,2062.5,2062.5,2042.56,2045.17,4154920000,-0.010144569799577008
2016-04-06,2045.56,2067.33,2043.09,2066.66,3750800000,0.010507683957812652
2016-04-07,2063.01,2063.01,2033.8,2041.91,3801250000,-0.011975845083371128
2016-04-08,2045.54,2060.63,2041.69,2047.6,3359530000,0.0027866066574921966
2016-04-11,2050.23,2062.93,2041.88,2041.99,3567840000,-0.002739792928306284
2016-04-12,2043.72,2065.05,2039.74,2061.72,4239740000,0.00966214330138726
2016-04-13,2065.92,2083.18,2065.92,2082.42,4191830000,0.010040160642570406
2016-04-14,2082.89,2087.84,2078.13,2082.78,3765870000,0.00017287578874580767
2016-04-15,2083.1,2083.22,2076.31,2080.73,3701450000,-0.00098426141983321
2016-04-18,2078.83,2094.66,2073.65,2094.34,3316880000,0.006540973600611455
2016-04-19,2096.05,2104.05,2091.68,2100.8,3896830000,0.0030845039487379378
2016-04-20,2101.52,2111.05,2096.32,2102.4,4184880000,0.0007616146230007281
2016-04-21,2102.09,2103.78,2088.52,2091.48,4175290000,-0.005194063926940662
2016-04-22,2091.49,2094.32,2081.2,2091.58,3790580000,4.7813031919918814e-05
2016-04-25,2089.37,2089.37,2077.52,2087.79,3319740000,-0.0018120272712495167
2016-04-26,2089.84,2096.87,2085.8,2091.7,3557190000,0.001872793719674748
2016-04-27,2092.33,2099.89,2082.31,2095.15,4100110000,0.001649376105560263
2016-04-28,2090.93,2099.3,2071.62,2075.81,4309840000,-0.00923084266043006
2016-04-29,2071.82,2073.85,2052.28,2065.3,4704720000,-0.00506308380824827
2016-05-02,2067.17,2083.42,2066.11,2081.43,3841110000,0.007810003389338016
2016-05-03,2077.18,2077.18,2054.89,2063.37,4173390000,-0.008676727057840061
2016-05-04,2060.3,2060.3,2045.55,2051.12,4058560000,-0.005936889651395494
2016-05-05,2052.95,2060.23,2045.77,2050.63,4008530000,-0.00023889387261577522
2016-05-06,2047.77,2057.72,2039.45,2057.14,3796350000,0.003174634136826171
2016-05-09,2057.55,2064.15,2054.31,2058.69,3788620000,0.0007534732687128898
2016-05-10,2062.63,2084.87,2062.63,2084.39,3600200000,0.012483666797817872
2016-05-11,2083.29,2083.29,2064.46,2064.46,3821980000,-0.0095615503816463
2016-05-12,2067.17,2073.99,2053.13,2064.11,3782390000,-0.00016953585925616466
2016-05-13,2062.5,2066.79,2043.13,2046.61,3579880000,-0.008478230326872227
2016-05-16,2046.53,2071.88,2046.53,2066.66,3501360000,0.009796688181920254
2016-05-17,2065.04,2065.69,2040.82,2047.21,4108960000,-0.009411320681679491
2016-05-18,2044.38,2060.61,2034.49,2047.63,4101320000,0.00020515726281145064
2016-05-19,2044.21,2044.21,2025.91,2040.04,3846770000,-0.0037067243593813526
2016-05-20,2041.88,2058.35,2041.88,2052.32,3507650000,0.006019489813925416
2016-05-23,2052.23,2055.58,2047.26,2048.04,3055480000,-0.002085444764948985
2016-05-24,2052.65,2079.67,2052.65,2076.06,3627340000,0.013681373410675546
2016-05-25,2078.93,2094.73,2078.93,2090.54,3859160000,0.006974750248066153
2016-05-26,2091.44,2094.3,2087.08,2090.1,3230990000,-0.0002104719354808493
2016-05-27,2090.06,2099.06,2090.06,2099.06,3079150000,0.004286876226017977
2016-05-31,2100.13,2103.48,2088.66,2096.95,4514410000,-0.0010052118567359658
2016-06-01,2093.94,2100.97,2085.1,2099.33,3525170000,0.001134981759221887
2016-06-02,2097.71,2105.26,2088.59,2105.26,3632720000,0.002824710741046177
2016-06-03,2104.07,2104.07,2085.36,2099.13,3627780000,-0.0029117543676315805
2016-06-06,2100.83,2113.36,2100.83,2109.41,3442020000,0.004897266962979874
2016-06-07,2110.18,2119.22,2110.18,2112.13,3534730000,0.0012894600859958416
2016-06-08,2112.71,2120.55,2112.71,2119.12,3562060000,0.003309455383901483
2016-06-09,2115.65,2117.64,2107.73,2115.48,3290320000,-0.0017176941371889187
2016-06-10,2109.57,2109.57,2089.96,2096.07,3515010000,-0.009175222644506098
2016-06-13,2091.75,2098.12,2078.46,2079.06,3392030000,-0.008115186992800894
2016-06-14,2076.65,2081.3,2064.1,2075.32,3759770000,-0.0017988898829277566
2016-06-15,2077.6,2085.65,2069.8,2071.5,3544720000,-0.0018406799915194894
2016-06-16,2066.36,2079.62,2050.37,2077.99,3628280000,0.0031329954139511784
2016-06-17,2078.2,2078.2,2062.84,2071.22,4952630000,-0.003257956005563112
2016-06-20,2075.58,2100.66,2075.58,2083.25,3467440000,0.005808171029634712
2016-06-21,2085.19,2093.66,2083.02,2088.9,3232880000,0.0027121084843393373
2016-06-22,2089.75,2099.71,2084.36,2085.45,3168160000,-0.001651586959643958
2016-06-23,2092.8,2113.32,2092.8,2113.32,3297940000,0.013364022153492305
2016-06-24,2103.81,2103.81,2032.57,2037.41,7597450000,-0.03591978498287063
2016-06-27,2031.45,2031.45,1991.68,2000.54,5431220000,-0.01809650487628911
2016-06-28,2006.67,2036.09,2006.67,2036.09,4385810000,0.01777020204544777
2016-06-29,2042.69,2073.13,2042.69,2070.77,4241740000,0.01703264590465059
2016-06-30,2073.17,2098.94,2070.0,2098.86,4622820000,0.013565002390415248
2016-07-01,2099.34,2108.71,2097.9,2102.95,3458890000,0.0019486769007937
2016-07-05,2095.05,2095.05,2080.86,2088.55,3658380000,-0.006847523716683512
2016-07-06,2084.43,2100.72,2074.02,2099.73,3909380000,0.005352996097771179
2016-07-07,2100.42,2109.08,2089.39,2097.9,3604550000,-0.0008715406266519565
2016-07-08,2106.97,2131.71,2106.97,2129.9,3607500000,0.015253348586681925
2016-07-11,2131.72,2143.16,2131.72,2137.16,3253340000,0.0034086107328981097
2016-07-12,2139.5,2155.4,2139.5,2152.14,4097820000,0.007009302064421963
2016-07-13,2153.81,2156.45,2146.21,2152.43,3502320000,0.00013474959807435738
2016-07-14,2157.88,2168.99,2157.88,2163.75,3465610000,0.005259172191430128
2016-07-15,2165.13,2169.05,2155.79,2161.74,3122600000,-0.0009289428076257877
2016-07-18,2162.04,2168.35,2159.63,2166.89,3009310000,0.0023823401519147414
2016-07-19,2163.79,2164.63,2159.01,2163.78,2968340000,-0.001435236675604079
2016-07-20,2166.1,2175.63,2164.89,2173.02,3211860000,0.004270304744474762
2016-07-21,2172.91,2174.56,2159.75,2165.17,3438900000,-0.0036124840084306165
2016-07-22,2166.47,2175.11,2163.24,2175.03,3023280000,0.004553914935085945
2016-07-25,2173.71,2173.71,2161.95,2168.48,3057240000,-0.0030114527155947757
2016-07-26,2168.97,2173.54,2160.18,2169.18,3442350000,0.0003228067586511507
2016-07-27,2169.81,2174.98,2159.07,2166.58,3995500000,-0.001198609612849011
2016-07-28,2166.05,2172.85,2159.74,2170.06,3664240000,0.0016062180948777094
2016-07-29,2168.83,2177.09,2163.49,2173.6,4038840000,0.0016312913007012764
2016-08-01,2173.15,2178.29,2166.21,2170.84,3505990000,-0.0012697828487301388
2016-08-02,2169.94,2170.2,2147.58,2157.03,3848750000,-0.006361592747507805
2016-08-03,2156.81,2163.79,2152.56,2163.79,3786530000,0.00313393879547319
2016-08-04,2163.51,2168.19,2159.07,2164.25,3709200000,0.00021258994634409945
2016-08-05,2168.79,2182.87,2168.79,2182.87,3663070000,0.008603442301027941
2016-08-08,2183.76,2185.44,2177.85,2180.89,3327550000,-0.0009070627201803738
2016-08-09,2182.24,2187.66,2178.61,2181.74,3334300000,0.0003897491391129382
2016-08-10,2182.81,2183.41,2172.0,2175.49,3254950000,-0.002864685984581117
2016-08-11,2177.97,2188.45,2177.97,2185.79,3423160000,0.0047345655461528136
2016-08-12,2183.74,2186.28,2179.42,2184.05,3000660000,-0.0007960508557545154
2016-08-15,2186.08,2193.81,2186.08,2190.15,3078530000,0.002792976351273957
2016-08-16,2186.24,2186.24,2178.14,2178.15,3196400000,-0.005479076775563363
2016-08-17,2177.84,2183.08,2168.5,2182.22,3388910000,0.001868558180106783
2016-08-18,2181.9,2187.03,2180.46,2187.02,3300570000,0.002199594907937863
2016-08-19,2184.24,2185.0,2175.13,2183.87,3084800000,-0.001440316046492529
2016-08-22,2181.58,2185.15,2175.96,2182.64,2777550000,-0.0005632203382069934
2016-08-23,2187.81,2193.42,2186.8,2186.9,3041490000,0.0019517648352453953
2016-08-24,2185.09,2186.66,2171.25,2175.44,3148280000,-0.005240294480771901
2016-08-25,2173.29,2179.0,2169.74,2172.47,2969310000,-0.001365241054683275
2016-08-26,2175.1,2187.94,2160.39,2169.04,3342340000,-0.0015788480393283955
2016-08-29,2170.19,2183.48,2170.19,2180.38,2654780000,0.005228119352340244
2016-08-30,2179.45,2182.27,2170.41,2176.12,3006800000,-0.0019537878718389745
2016-08-31,2173.56,2173.79,2161.35,2170.95,3766390000,-0.0023757880999210057
2016-09-01,2171.33,2173.56,2157.09,2170.86,3392120000,-4.145650521647504e-05
2016-09-02,2177.49,2184.87,2173.59,2179.98,3091120000,0.004201100024874949
2016-09-06,2181.61,2186.57,2175.1,2186.48,3447650000,0.002981678730997528
2016-09-07,2185.17,2187.87,2179.07,2186.16,3319420000,-0.00014635395704520882
2016-09-08,2182.76,2184.94,2177.49,2181.3,3727840000,-0.002223076078603392
2016-09-09,2169.08,2169.08,2127.81,2127.81,4233960000,-0.024522073992573334
2016-09-12,2120.86,2163.3,2119.12,2159.04,4010480000,0.014677062331693191
2016-09-13,2150.47,2150.47,2120.27,2127.02,4141670000,-0.014830665480954464
2016-09-14,2127.86,2141.33,2119.9,2125.77,3664100000,-0.0005876766556026647
2016-09-15,2125.36,2151.31,2122.36,2147.26,3373720000,0.01010927804983619
2016-09-16,2146.48,2146.48,2131.2,2139.16,5014360000,-0.0037722492851356426
2016-09-19,2143.99,2153.61,2135.91,2139.12,3141820000,-1.8698928551330596e-05
2016-09-20,2145.94,2150.8,2139.17,2139.76,3117380000,0.00029918845132592686
2016-09-21,2144.58,2165.11,2139.57,2163.12,3685450000,0.010917112199498868
2016-09-22,2170.94,2179.99,2170.94,2177.18,3523860000,0.006499870557343135
2016-09-23,2173.29,2173.75,2163.97,2164.69,3289860000,-0.005736778768866024
2016-09-26,2158.54,2158.54,2145.04,2146.1,3199910000,-0.00858783474770064
2016-09-27,2146.04,2161.13,2141.55,2159.93,3414090000,0.006444247705139627
2016-09-28,2161.85,2172.4,2151.79,2171.37,3860390000,0.005296467941090732
2016-09-29,2168.9,2172.67,2145.2,2151.13,4215620000,-0.00932130406149101
2016-09-30,2156.51,2175.3,2156.51,2168.27,4158800000,0.007967905240501505
2016-10-03,2164.33,2164.41,2154.77,2161.2,3113850000,-0.003260664031693561
2016-10-04,2163.37,2165.46,2144.01,2150.49,3716100000,-0.004955580233203749
2016-10-05,2155.15,2163.95,2155.15,2159.73,3883710000,0.004296695171798204
2016-10-06,2158.22,2162.93,2150.28,2160.77,3438040000,0.0004815416741907885
2016-10-07,2164.19,2165.86,2144.85,2153.74,3578770000,-0.0032534698278855467
2016-10-10,2160.39,2169.6,2160.39,2163.66,2881970000,0.004605941292820992
2016-10-11,2161.35,2161.56,2128.84,2136.73,3393060000,-0.012446502685264704
2016-10-12,2137.67,2145.36,2132.77,2139.18,2959510000,0.0011466118788989732
2016-10-13,2130.26,2138.19,2114.72,2132.55,3538030000,-0.0030993184304264343
2016-10-14,2139.68,2149.19,2132.98,2132.98,3187910000,0.00020163653841631657
2016-10-17,2132.95,2135.61,2124.43,2126.5,2832440000,-0.0030380031692749387
2016-10-18,2138.31,2144.38,2135.49,2139.6,3172940000,0.006160357394780158
2016-10-19,2140.81,2148.44,2138.15,2144.29,3364990000,0.0021919985043934442
2016-10-20,2142.51,2147.18,2133.44,2141.34,3339320000,-0.0013757467506726462
2016-10-21,2139.43,2142.63,2130.09,2141.16,3456390000,-8.405951413614776e-05
2016-10-24,2148.5,2154.79,2146.91,2151.33,3359950000,0.004749761811354558
2016-10-25,2149.72,2151.44,2141.93,2143.16,3756200000,-0.0037976507555791406
2016-10-26,2136.97,2145.73,2131.59,2139.43,3778120000,-0.0017404206872095873
2016-10-27,2144.06,2147.13,2132.52,2133.04,4209400000,-0.0029867768517781723
2016-10-28,2132.23,2140.72,2119.36,2126.41,4028270000,-0.003108239882983921
2016-10-31,2129.78,2133.25,2125.53,2126.15,3926560000,-0.00012227181023405365
2016-11-01,2128.68,2131.45,2097.85,2111.72,4539190000,-0.006786915316417175
2016-11-02,2109.43,2111.76,2094.0,2097.94,4289120000,-0.00652548633341532
2016-11-03,2098.8,2102.56,2085.23,2088.66,3892100000,-0.0044233867508127744
2016-11-04,2083.79,2099.07,2083.79,2085.18,3841910000,-0.0016661400132141901
2016-11-07,2100.59,2132.0,2100.59,2131.52,3739720000,0.022223501088635134
2016-11-08,2129.92,2146.87,2123.56,2139.56,3921850000,0.003771956162738288
2016-11-09,2131.56,2170.1,2125.35,2163.26,6267590000,0.011077043878180648
2016-11-10,2167.49,2182.3,2151.17,2167.48,6458450000,0.0019507595018628532
2016-11-11,2162.71,2165.92,2152.49,2164.45,4993990000,-0.0013979367745031723
2016-11-14,2165.64,2171.36,2156.08,2164.2,5373670000,-0.00011550278361704969
2016-11-15,2168.29,2180.84,2166.38,2180.39,4548110000,0.007480824323075508
2016-11-16,2177.53,2179.22,2172.2,2176.94,3847900000,-0.0015822857378724464
2016-11-17,2178.61,2188.06,2176.65,2187.12,3811730000,0.004676288735564471
2016-11-18,2186.85,2189.89,2180.38,2181.9,3580900000,-0.002386700318226631
2016-11-21,2186.43,2198.7,2186.43,2198.18,3611500000,0.007461386864659136
2016-11-22,2201.56,2204.8,2194.51,2202.94,3960520000,0.0021654277629676866
2016-11-23,2198.55,2204.72,2194.51,2204.72,3419850000,0.0008080111124224576
2016-11-25,2206.27,2213.35,2206.27,2213.35,1584590000,0.003914329257229898
2016-11-28,2210.21,2211.14,2200.36,2201.72,3515100000,-0.005254478505433036
2016-11-29,2200.76,2210.46,2198.15,2204.66,3709190000,0.00133531965917566
2016-11-30,2204.97,2214.1,2198.81,2198.81,5538400000,-0.0026534703763845258
2016-12-01,2200.17,2202.6,2187.44,2191.08,5067470000,-0.0035155379500729778
2016-12-02,2191.12,2197.95,2188.37,2191.95,3782370000,0.0003970644613615626
2016-12-05,2200.65,2209.42,2199.97,2204.71,3898530000,0.005821300668354734
2016-12-06,2207.26,2212.78,2202.21,2212.23,3857290000,0.0034108794353906458
2016-12-07,2210.72,2241.63,2208.93,2241.35,4504070000,0.013163188276083426
2016-12-08,2241.13,2251.69,2237.57,2246.19,4203270000,0.002159412853860454
2016-12-09,2249.73,2259.8,2249.23,2259.53,3886460000,0.005938945503274562
2016-12-12,2258.83,2264.03,2252.37,2256.96,4038850000,-0.0011374046815045835
2016-12-13,2263.32,2277.53,2263.32,2271.72,3875630000,0.006539770310506121
2016-12-14,2268.35,2276.2,2248.44,2253.28,4409670000,-0.008117197541950394
2016-12-15,2253.77,2272.12,2253.77,2262.03,4173360000,0.003883228005396644
2016-12-16,2266.81,2268.05,2254.24,2258.07,5928980000,-0.0017506399119374683
2016-12-19,2259.24,2267.47,2258.21,2262.53,3252840000,0.001975138060378967
2016-12-20,2266.5,2272.56,2266.14,2270.76,3306250000,0.0036375208284531446
2016-12-21,2270.54,2271.23,2265.15,2265.18,2854880000,-0.002457327062305281
2016-12-22,2262.93,2263.18,2256.08,2260.96,2880670000,-0.00186298660592088
2016-12-23,2260.25,2263.79,2258.84,2263.79,2021230000,0.0012516807020026555
2016-12-27,2266.23,2273.82,2266.15,2268.88,1989730000,0.002248441772426002
2016-12-28,2270.23,2271.31,2249.11,2249.92,2402750000,-0.00835654596100277
2016-12-29,2249.5,2254.51,2244.56,2249.26,2338700000,-0.00029334376333378653
2016-12-30,2251.61,2253.58,2233.62,2238.83,2671550000,-0.004637080639855018
2017-01-03,2251.57,2263.88,2245.13,2257.83,3773010000,0.008486575577422162
2017-01-04,2261.6,2272.82,2261.6,2270.75,3768890000,0.00572230858833489
2017-01-05,2268.18,2271.5,2260.45,2269.0,3785080000,-0.0007706704833204681
2017-01-06,2271.14,2282.1,2264.06,2276.98,3342080000,0.00351696782723665
2017-01-09,2273.59,2275.49,2268.9,2268.9,3219730000,-0.0035485599346501973
2017-01-10,2269.72,2279.27,2265.27,2268.9,3640560000,0.0
2017-01-11,2268.6,2275.32,2260.83,2275.32,3625080000,0.002829564987438804
2017-01-12,2271.14,2271.78,2254.25,2270.44,3466220000,-0.002144753265474808
2017-01-13,2272.74,2278.68,2271.51,2274.64,3090680000,0.0018498617008155804
2017-01-17,2269.14,2272.08,2262.81,2267.89,3586950000,-0.0029675025498540064
2017-01-18,2269.14,2272.01,2263.35,2271.89,3317670000,0.0017637539739581154
2017-01-19,2271.9,2274.33,2258.41,2263.69,3168390000,-0.0036093296770529637
2017-01-20,2269.96,2276.96,2265.01,2271.31,3536850000,0.003366185299223723
2017-01-23,2267.78,2271.78,2257.02,2265.2,3155240000,-0.0026900775323491777
2017-01-24,2267.88,2284.63,2266.68,2280.07,3816950000,0.006564541762317022
2017-01-25,2288.88,2299.55,2288.88,2298.37,3849340000,0.008026069375062894
2017-01-26,2298.63,2300.99,2294.08,2296.68,3611510000,-0.0007353037152416642
2017-01-27,2299.02,2299.02,2291.62,2294.69,3137420000,-0.000866468119198105
2017-01-30,2286.01,2286.01,2268.04,2280.9,3595040000,-0.006009526341248739
2017-01-31,2274.02,2279.09,2267.21,2278.87,4089730000,-0.0008899995615766487
2017-02-01,2285.59,2289.14,2272.44,2279.55,3919190000,0.00029839350204285964
2017-02-02,2276.69,2283.97,2271.65,2280.85,3809760000,0.0005702879954376794
2017-02-03,2288.54,2298.31,2287.88,2297.42,3605970000,0.007264835478001608
2017-02-06,2294.28,2296.18,2288.57,2292.56,3112390000,-0.002115416423640437
2017-02-07,2295.87,2299.4,2290.16,2293.08,3452460000,0.00022682067208701362
2017-02-08,2289.55,2295.91,2285.38,2294.67,3611950000,0.0006933905489561187
2017-02-09,2296.7,2311.08,2296.61,2307.87,3681600000,0.0057524611382027135
2017-02-10,2312.27,2319.23,2311.1,2316.1,3496600000,0.0035660587468098193
2017-02-13,2321.72,2331.58,2321.42,2328.25,3352370000,0.005245887483269263
2017-02-14,2326.12,2337.58,2322.17,2337.58,3528040000,0.004007301621389514
2017-02-15,2335.58,2351.3,2334.81,2349.25,3785870000,0.004992342508064018
2017-02-16,2349.64,2351.31,2338.87,2347.22,3675900000,-0.0008641055656061214
2017-02-17,2343.01,2351.16,2339.58,2351.16,3516830000,0.0016785814708464297
2017-02-21,2354.91,2366.71,2354.91,2365.38,3587520000,0.00604807839534538
2017-02-22,2361.11,2365.13,2358.34,2362.82,3473170000,-0.0010822785345272479
2017-02-23,2367.5,2368.26,2355.09,2363.81,4021770000,0.00041899086684549225
2017-02-24,2355.73,2367.34,2352.87,2367.34,3832410000,0.001493351834538359
2017-02-27,2365.23,2371.54,2361.87,2369.75,3584680000,0.001018020225231675
2017-02-28,2366.08,2367.79,2358.96,2363.64,4212460000,-0.0025783310475788745
2017-03-01,2380.13,2400.98,2380.13,2395.96,4347630000,0.013673825117192173
2017-03-02,2394.75,2394.75,2380.17,2381.92,3824030000,-0.0058598641045760624
2017-03-03,2380.92,2383.89,2375.39,2383.12,3556670000,0.0005037952576072424
2017-03-06,2375.23,2378.8,2367.98,2375.31,3251800000,-0.0032772164221692712
2017-03-07,2370.74,2375.12,2365.51,2368.39,3526300000,-0.0029133039476952893
2017-03-08,2369.81,2373.09,2361.01,2362.98,3814080000,-0.0022842521713062336
2017-03-09,2363.49,2369.08,2354.54,2364.87,3718450000,0.0007998374933346764
2017-03-10,2372.52,2376.86,2363.04,2372.6,3434400000,0.0032686786165836423
2017-03-13,2371.56,2374.42,2368.52,2373.47,3166650000,0.00036668633566550035
2017-03-14,2368.55,2368.55,2358.18,2365.45,3173760000,-0.0033790189048102937
2017-03-15,2370.34,2390.01,2368.94,2385.26,3909490000,0.008374727853051489
2017-03-16,2387.71,2388.1,2377.18,2381.38,3368880000,-0.001626657052061442
2017-03-17,2383.71,2385.71,2377.64,2378.25,5179820000,-0.0013143639402364293
2017-03-20,2378.24,2379.55,2369.66,2373.47,3061560000,-0.00200988121517931
2017-03-21,2379.32,2381.93,2341.9,2344.02,4278890000,-0.012407993359932812
2017-03-22,2343.0,2351.81,2336.45,2348.45,3575160000,0.0018899156150544716
2017-03-23,2345.97,2358.92,2342.13,2345.96,3262400000,-0.0010602737976110888
2017-03-24,2350.42,2356.22,2335.74,2343.98,2978530000,-0.0008440041603438031
2017-03-27,2329.11,2344.9,2322.25,2341.59,3242300000,-0.0010196332733214408
2017-03-28,2339.79,2363.78,2337.63,2358.57,3369120000,0.007251482966702083
2017-03-29,2356.54,2363.36,2352.94,2361.13,3107670000,0.0010854034436120763
2017-03-30,2361.31,2370.42,2358.58,2368.06,3159680000,0.0029350353432466836
2017-03-31,2364.82,2370.35,2362.6,2362.72,3356740000,-0.002255010430479043
2017-04-03,2362.34,2365.87,2344.73,2358.84,3418730000,-0.0016421751202002621
2017-04-04,2354.76,2360.53,2350.72,2360.16,3208340000,0.0005595970900948988
2017-04-05,2366.59,2378.36,2350.52,2352.95,3780650000,-0.0030548776354145657
2017-04-06,2353.79,2364.16,2348.9,2357.49,3203250000,0.0019294927644020188
2017-04-07,2356.59,2363.76,2350.74,2355.54,3054700000,-0.0008271509105022279
2017-04-10,2357.16,2366.37,2351.5,2357.16,2792570000,0.0006877403907383783
2017-04-11,2353.92,2355.22,2337.25,2353.78,3120900000,-0.0014339289653649834
2017-04-12,2352.15,2352.72,2341.18,2344.93,3201300000,-0.0037599095922304926
2017-04-13,2341.98,2348.26,2328.95,2328.95,3146380000,-0.006814702357852864
2017-04-17,2332.62,2349.14,2332.51,2349.01,2826890000,0.008613323600764389
2017-04-18,2342.53,2348.35,2334.54,2342.19,3272210000,-0.0029033507733046138
2017-04-19,2346.79,2352.63,2335.05,2338.17,3521160000,-0.0017163423974997372
2017-04-20,2342.69,2361.37,2340.91,2355.84,3648990000,0.007557192163101911
2017-04-21,2354.74,2356.18,2344.51,2348.69,3524160000,-0.0030350108666123976
2017-04-24,2370.33,2376.98,2369.19,2374.15,3711170000,0.010840085324159476
2017-04-25,2381.51,2392.48,2381.15,2388.61,4005820000,0.006090600846618832
2017-04-26,2388.98,2398.16,2386.78,2387.45,4111350000,-0.0004856380907726221
2017-04-27,2389.7,2392.1,2382.68,2388.77,4099940000,0.0005528911600243269
2017-04-28,2393.68,2393.68,2382.36,2384.2,3721350000,-0.0019131184668260692
2017-05-01,2388.5,2394.49,2384.83,2388.33,3201500000,0.00173223722842053
2017-05-02,2391.05,2392.93,2385.82,2391.17,3861360000,0.001189115406999841
2017-05-03,2386.5,2389.82,2379.75,2388.13,3896760000,-0.0012713441536987835
2017-05-04,2389.79,2391.43,2380.35,2389.52,4367860000,0.000582045366039452
2017-05-05,2392.37,2399.29,2389.38,2399.29,3543240000,0.004088687267735702
2017-05-08,2399.94,2401.36,2393.92,2399.38,3429990000,3.751109703298283e-05
2017-05-09,2401.58,2403.87,2392.44,2396.92,3657840000,-0.0010252648600889147
2017-05-10,2396.79,2399.74,2392.79,2399.63,3649370000,0.0011306176259533451
2017-05-11,2394.84,2395.72,2381.74,2394.44,3727710000,-0.002162833436821554
2017-05-12,2392.44,2392.44,2387.19,2390.9,3304620000,-0.0014784250179582514
2017-05-15,2393.98,2404.05,2393.94,2402.32,3490080000,0.004776444016897363
2017-05-16,2404.55,2405.77,2396.05,2400.67,3421810000,-0.0006868360584768585
2017-05-17,2382.95,2384.87,2356.21,2357.03,4164760000,-0.01817825856948263
2017-05-18,2354.69,2375.74,2352.72,2365.72,4319440000,0.0036868431882495223
2017-05-19,2371.37,2389.06,2370.43,2381.73,3831700000,0.00676749573068669
2017-05-22,2387.21,2395.46,2386.92,2394.02,3176580000,0.005160114706536767
2017-05-23,2397.04,2400.85,2393.88,2398.42,3216560000,0.0018379127993919386
2017-05-24,2401.41,2405.58,2397.99,2404.39,3389240000,0.0024891386829661855
2017-05-25,2409.54,2418.71,2408.01,2415.07,3538210000,0.004441875070184231
2017-05-26,2414.5,2416.68,2412.2,2415.82,2806930000,0.0003105500047617671
2017-05-30,2411.67,2415.26,2409.43,2412.91,3205860000,-0.0012045599423798903
2017-05-31,2415.63,2415.99,2403.59,2411.8,4518040000,-0.00046002544645251664
2017-06-01,2415.65,2430.06,2413.54,2430.06,3860620000,0.007571108715482167
2017-06-02,2431.28,2440.23,2427.71,2439.07,3465500000,0.003707727381216941
2017-06-05,2437.83,2439.55,2434.32,2436.1,2916720000,-0.0012176772294358873
2017-06-06,2431.92,2436.21,2428.12,2429.33,3376750000,-0.0027790320594393014
2017-06-07,2432.03,2435.28,2424.75,2433.14,3576220000,0.001568333655781684
2017-06-08,2434.27,2439.27,2427.94,2433.79,3735980000,0.0002671445128517025
2017-06-09,2436.39,2446.2,2415.7,2431.77,4029860000,-0.0008299812227020587
2017-06-12,2425.88,2430.38,2419.97,2429.39,4031840000,-0.000978710980068076
2017-06-13,2434.15,2441.49,2431.28,2440.35,3278240000,0.004511420562363311
2017-06-14,2443.75,2443.75,2428.34,2437.92,3558640000,-0.0009957588050893973
2017-06-15,2424.14,2433.95,2418.53,2432.46,3371980000,-0.002239614097263254
2017-06-16,2431.24,2433.15,2422.88,2433.15,5299380000,0.00028366345181418673
2017-06-19,2442.55,2453.82,2441.79,2453.46,3271480000,0.00834720424141544
2017-06-20,2450.66,2450.66,2436.6,2437.03,3422700000,-0.006696665117833511
2017-06-21,2439.31,2442.23,2430.74,2435.61,3599190000,-0.0005826764545369123
2017-06-22,2437.4,2441.62,2433.27,2434.5,3477250000,-0.00045573798760889517
2017-06-23,2434.65,2441.4,2431.11,2438.3,5282460000,0.0015608954610804027
2017-06-26,2443.32,2450.42,2437.03,2439.07,3243660000,0.00031579379075585834
2017-06-27,2436.34,2440.15,2419.38,2419.38,3564770000,-0.008072749039592986
2017-06-28,2428.7,2442.97,2428.02,2440.69,3479980000,0.0088080417296994
2017-06-29,2442.38,2442.73,2405.7,2419.7,3869560000,-0.008600027041533398
2017-06-30,2429.2,2432.71,2421.65,2423.41,3366030000,0.0015332479232963436
2017-07-03,2431.39,2439.17,2428.69,2429.01,1901480000,0.0023107934687074394
2017-07-05,2430.78,2434.9,2422.05,2432.54,3368150000,0.0014532669688471778
2017-07-06,2423.44,2424.28,2407.7,2409.75,3368710000,-0.00936880791271677
2017-07-07,2413.52,2426.92,2413.52,2425.18,2929390000,0.006403153854134258
2017-07-10,2424.51,2432.0,2422.27,2427.43,3009880000,0.0009277661864273146
2017-07-11,2427.35,2429.3,2412.79,2425.53,3108800000,-0.0007827208199616686
2017-07-12,2435.75,2445.76,2435.75,2443.25,3176900000,0.007305619802682184
